,Feature 1 Name,Feature 2 Name,Correlation Type,r-Value,p-Value,Adjusted p-Value
237,Microbiome_RELA_s__Bacteroides_ovatus,Gr1 Gr2 Toxicities,MICROBIOME-CLINICAL,0.1183628673873163,0.5333181514065694,0.9109128779726916
238,Microbiome_RELA_s__Bacteroides_ovatus,Gr3 Toxicities,MICROBIOME-CLINICAL,0.10916795913432605,0.5657979662037538,0.9109128779726916
239,Microbiome_RELA_s__Bacteroides_ovatus,Component 1,MICROBIOME-IMAGE,-0.24566073465088928,0.19069559376083928,0.8248565078412803
240,Microbiome_RELA_s__Bacteroides_ovatus,Component 2,MICROBIOME-IMAGE,0.313039154364947,0.09211121609748972,0.733935472901203
241,Microbiome_RELA_s__Bacteroides_ovatus,Component 3,MICROBIOME-IMAGE,0.08434597796321824,0.6576624816084811,0.9301466847718697
242,Microbiome_RELA_s__Bacteroides_ovatus,Component 4,MICROBIOME-IMAGE,0.21320105800032135,0.2579722993047779,0.8915920952123118
243,Microbiome_RELA_s__Bacteroides_ovatus,Component 5,MICROBIOME-IMAGE,-0.07647696544186844,0.6879255721699722,0.9441663054279148
244,Microbiome_RELA_s__Bacteroides_ovatus,Component 6,MICROBIOME-IMAGE,-0.033197396574444496,0.8617466873341084,0.9682813052737647
245,Microbiome_RELA_s__Bacteroides_ovatus,Component 7,MICROBIOME-IMAGE,-0.15123258439469162,0.42502028370416556,0.9008379846616394
246,Microbiome_RELA_s__Bacteroides_ovatus,Component 8,MICROBIOME-IMAGE,0.19795484624020607,0.2943651905164717,0.8980496376191399
247,Microbiome_RELA_s__Bacteroides_ovatus,Component 9,MICROBIOME-IMAGE,-0.00811491916264199,0.96605291005963,0.9916726164276075
248,Microbiome_RELA_s__Bacteroides_ovatus,Component 10,MICROBIOME-IMAGE,-0.16401972974188503,0.3864425353222929,0.8980496376191399
249,Microbiome_RELA_s__Bacteroides_ovatus,Microbiome_sdi_r,MICROBIOME-MICROBIOME,-0.01893481137949797,0.9208904574117684,0.9796352088906035
250,Microbiome_RELA_s__Bacteroides_ovatus,Microbiome_RELA_s__Bacteroides_caccae,MICROBIOME-MICROBIOME,-0.07106701933344044,0.7090124818254651,0.9490321910589873
251,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Age,MICROBIOME-CLINICAL,0.2946966580072052,0.11390738652742304,0.7598723344035173
252,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Gender,MICROBIOME-CLINICAL,-0.21864457554299788,0.24572706358093824,0.8818109920501437
253,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Lesions Contoured,MICROBIOME-CLINICAL,-0.10932615276820583,0.5652316702874545,0.9109128779726916
254,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Race,MICROBIOME-CLINICAL,0.05234054695145362,0.7835562128289344,0.954620054737919
255,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Performance Status (ECOG),MICROBIOME-CLINICAL,0.2842594319111032,0.12790916185855772,0.775034773335557
256,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Diagnosis,MICROBIOME-CLINICAL,-0.246000882657748,0.19006263949839974,0.8248565078412803
257,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Assigned Treatment Arm,MICROBIOME-CLINICAL,-0.10375236429920595,0.5853379610173575,0.912781926062092
258,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Best Response RECISTv1,MICROBIOME-CLINICAL,-0.31153942456022177,0.09376438414835335,0.733935472901203
259,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Gr1 Gr2 Toxicities,MICROBIOME-CLINICAL,-0.04402178345582897,0.8173275794757003,0.954620054737919
260,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Gr3 Toxicities,MICROBIOME-CLINICAL,-0.12454281439459755,0.5120017170131462,0.9109128779726916
261,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 1,MICROBIOME-IMAGE,0.11035806598168703,0.5615439984568011,0.9109128779726916
262,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 2,MICROBIOME-IMAGE,0.2033293031872658,0.2811829290570755,0.8938566070476145
263,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 3,MICROBIOME-IMAGE,0.14150946753888097,0.4557212988939541,0.9020207521965496
264,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 4,MICROBIOME-IMAGE,-0.057231644721356285,0.7638743313076297,0.954620054737919
265,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 5,MICROBIOME-IMAGE,0.2740840369567063,0.1427390025977808,0.8080424438288032
266,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 6,MICROBIOME-IMAGE,0.09031491614256225,0.6350524053026385,0.9282439255559629
267,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 7,MICROBIOME-IMAGE,0.2021218845222583,0.2841109019955743,0.8938566070476145
268,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 8,MICROBIOME-IMAGE,-0.2494526961905529,0.18372205571516323,0.8248565078412803
269,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 9,MICROBIOME-IMAGE,0.14633914219891103,0.44032637519971296,0.9008379846616394
270,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Component 10,MICROBIOME-IMAGE,-0.15551552405296817,0.4118685421843459,0.9008379846616394
271,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Microbiome_sdi_r,MICROBIOME-MICROBIOME,0.2088834290463004,0.26796443292261296,0.8938566070476145
272,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Microbiome_RELA_s__Bacteroides_caccae,MICROBIOME-MICROBIOME,0.04853823033330217,0.7989484629518275,0.954620054737919
273,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,Microbiome_RELA_s__Bacteroides_ovatus,MICROBIOME-MICROBIOME,-0.31176738316535585,0.09351166410812672,0.733935472901203
274,Microbiome_RELA_s__Bacteroides_uniformis,Age,MICROBIOME-CLINICAL,0.12405352903356599,0.513673944327794,0.9109128779726916
275,Microbiome_RELA_s__Bacteroides_uniformis,Gender,MICROBIOME-CLINICAL,-0.14519908706317144,0.4439347262111659,0.9008379846616394
276,Microbiome_RELA_s__Bacteroides_uniformis,Lesions Contoured,MICROBIOME-CLINICAL,0.21901064805976922,0.24491765351933112,0.8818109920501437
277,Microbiome_RELA_s__Bacteroides_uniformis,Race,MICROBIOME-CLINICAL,-0.06967908467933272,0.7144572678093816,0.9490321910589873
278,Microbiome_RELA_s__Bacteroides_uniformis,Performance Status (ECOG),MICROBIOME-CLINICAL,0.10827069336055692,0.5690148286835622,0.9109128779726916
279,Microbiome_RELA_s__Bacteroides_uniformis,Diagnosis,MICROBIOME-CLINICAL,0.060562917984591756,0.7505505061424187,0.954620054737919
280,Microbiome_RELA_s__Bacteroides_uniformis,Assigned Treatment Arm,MICROBIOME-CLINICAL,-0.09930929693817331,0.6015865629670761,0.9176194697882257
281,Microbiome_RELA_s__Bacteroides_uniformis,Best Response RECISTv1,MICROBIOME-CLINICAL,-0.15966370151206175,0.3993511252811468,0.8980496376191399
282,Microbiome_RELA_s__Bacteroides_uniformis,Gr1 Gr2 Toxicities,MICROBIOME-CLINICAL,0.08429073256100743,0.6578731772471077,0.9301466847718697
283,Microbiome_RELA_s__Bacteroides_uniformis,Gr3 Toxicities,MICROBIOME-CLINICAL,-0.3200094147698869,0.08471670839047483,0.733935472901203
284,Microbiome_RELA_s__Bacteroides_uniformis,Component 1,MICROBIOME-IMAGE,0.0460511679644049,0.8090568885443503,0.954620054737919
285,Microbiome_RELA_s__Bacteroides_uniformis,Component 2,MICROBIOME-IMAGE,-0.22447163515016688,0.23305287851340695,0.8642783239510903
286,Microbiome_RELA_s__Bacteroides_uniformis,Component 3,MICROBIOME-IMAGE,-0.029588431590656286,0.876655812413733,0.973974710449916
287,Microbiome_RELA_s__Bacteroides_uniformis,Component 4,MICROBIOME-IMAGE,0.009566184649610678,0.9599862888364576,0.9911915103443381
288,Microbiome_RELA_s__Bacteroides_uniformis,Component 5,MICROBIOME-IMAGE,0.15194660734149054,0.42281175692313056,0.9008379846616394
289,Microbiome_RELA_s__Bacteroides_uniformis,Component 6,MICROBIOME-IMAGE,0.04471635150166852,0.8144946781880171,0.954620054737919
290,Microbiome_RELA_s__Bacteroides_uniformis,Component 7,MICROBIOME-IMAGE,0.19377085650723025,0.30489406685994547,0.8980496376191399
291,Microbiome_RELA_s__Bacteroides_uniformis,Component 8,MICROBIOME-IMAGE,0.028698553948832032,0.8803385851353669,0.9744478520172261
292,Microbiome_RELA_s__Bacteroides_uniformis,Component 9,MICROBIOME-IMAGE,0.0896551724137931,0.6375361975693831,0.9282439255559629
293,Microbiome_RELA_s__Bacteroides_uniformis,Component 10,MICROBIOME-IMAGE,0.055394883203559515,0.7712493167085641,0.954620054737919
294,Microbiome_RELA_s__Bacteroides_uniformis,Microbiome_sdi_r,MICROBIOME-MICROBIOME,-0.47452725250278077,0.008061985473863277,0.311239093376242
295,Microbiome_RELA_s__Bacteroides_uniformis,Microbiome_RELA_s__Bacteroides_caccae,MICROBIOME-MICROBIOME,0.46562847608453833,0.009512197230325245,0.311239093376242
296,Microbiome_RELA_s__Bacteroides_uniformis,Microbiome_RELA_s__Bacteroides_ovatus,MICROBIOME-MICROBIOME,0.03467283642219759,0.8556645342845782,0.966759100890587
297,Microbiome_RELA_s__Bacteroides_uniformis,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,MICROBIOME-MICROBIOME,0.1883573117411726,0.3188629896314199,0.8980496376191399
298,Microbiome_RELA_s__Bacteroides_vulgatus,Age,MICROBIOME-CLINICAL,-0.10935418807088132,0.565131337383456,0.9109128779726916
299,Microbiome_RELA_s__Bacteroides_vulgatus,Gender,MICROBIOME-CLINICAL,0.329554025308571,0.07533808941985289,0.733935472901203
300,Microbiome_RELA_s__Bacteroides_vulgatus,Lesions Contoured,MICROBIOME-CLINICAL,-0.043937321370015436,0.8176722255440911,0.954620054737919
301,Microbiome_RELA_s__Bacteroides_vulgatus,Race,MICROBIOME-CLINICAL,-0.31132196855213246,0.09400594288948404,0.733935472901203
302,Microbiome_RELA_s__Bacteroides_vulgatus,Performance Status (ECOG),MICROBIOME-CLINICAL,0.19792031238561086,0.2944511389520196,0.8980496376191399
303,Microbiome_RELA_s__Bacteroides_vulgatus,Diagnosis,MICROBIOME-CLINICAL,0.311660316830701,0.09363029586634021,0.733935472901203
304,Microbiome_RELA_s__Bacteroides_vulgatus,Assigned Treatment Arm,MICROBIOME-CLINICAL,-0.16525450486625123,0.3828277266180801,0.8980496376191399
305,Microbiome_RELA_s__Bacteroides_vulgatus,Best Response RECISTv1,MICROBIOME-CLINICAL,-0.0734420431273122,0.6997280480894824,0.9490321910589873
306,Microbiome_RELA_s__Bacteroides_vulgatus,Gr1 Gr2 Toxicities,MICROBIOME-CLINICAL,0.16815040240220933,0.3744271910790624,0.8980496376191399
307,Microbiome_RELA_s__Bacteroides_vulgatus,Gr3 Toxicities,MICROBIOME-CLINICAL,-0.12706454715077972,0.5034259937984666,0.9109128779726916
308,Microbiome_RELA_s__Bacteroides_vulgatus,Component 1,MICROBIOME-IMAGE,0.06829810901001113,0.7198884259266679,0.9494041481886163
309,Microbiome_RELA_s__Bacteroides_vulgatus,Component 2,MICROBIOME-IMAGE,-0.09988876529477196,0.5994565325613576,0.9176194697882257
310,Microbiome_RELA_s__Bacteroides_vulgatus,Component 3,MICROBIOME-IMAGE,0.045606229143492764,0.8108685300024908,0.954620054737919
311,Microbiome_RELA_s__Bacteroides_vulgatus,Component 4,MICROBIOME-IMAGE,0.1296996662958843,0.494541947671974,0.9109128779726916
312,Microbiome_RELA_s__Bacteroides_vulgatus,Component 5,MICROBIOME-IMAGE,0.11279199110122358,0.5528899062111672,0.9109128779726916
313,Microbiome_RELA_s__Bacteroides_vulgatus,Component 6,MICROBIOME-IMAGE,0.040711902113459396,0.8308578560214515,0.9552883548891256
314,Microbiome_RELA_s__Bacteroides_vulgatus,Component 7,MICROBIOME-IMAGE,0.04293659621802002,0.821758186362863,0.954620054737919
315,Microbiome_RELA_s__Bacteroides_vulgatus,Component 8,MICROBIOME-IMAGE,0.02513904338153504,0.8950934121826408,0.978285125563541
316,Microbiome_RELA_s__Bacteroides_vulgatus,Component 9,MICROBIOME-IMAGE,0.0731924360400445,0.7007018454903042,0.9490321910589873
317,Microbiome_RELA_s__Bacteroides_vulgatus,Component 10,MICROBIOME-IMAGE,0.16618464961067853,0.38011770642295883,0.8980496376191399
318,Microbiome_RELA_s__Bacteroides_vulgatus,Microbiome_sdi_r,MICROBIOME-MICROBIOME,-0.7406006674082313,2.877493976647021e-06,0.0011768950364486317
319,Microbiome_RELA_s__Bacteroides_vulgatus,Microbiome_RELA_s__Bacteroides_caccae,MICROBIOME-MICROBIOME,0.6569521690767519,8.032165733617396e-05,0.013140623140198059
320,Microbiome_RELA_s__Bacteroides_vulgatus,Microbiome_RELA_s__Bacteroides_ovatus,MICROBIOME-MICROBIOME,0.002213159771629633,0.9907392572440572,0.9947879228605573
321,Microbiome_RELA_s__Bacteroides_vulgatus,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,MICROBIOME-MICROBIOME,-0.14585617473290802,0.4418530547213788,0.9008379846616394
322,Microbiome_RELA_s__Bacteroides_vulgatus,Microbiome_RELA_s__Bacteroides_uniformis,MICROBIOME-MICROBIOME,0.48787541713014465,0.0062393012953135055,0.3002204976215557
323,Microbiome_RELA_s__Alistipes_putredinis,Age,MICROBIOME-CLINICAL,0.114039397387718,0.5484787178642614,0.9109128779726916
324,Microbiome_RELA_s__Alistipes_putredinis,Gender,MICROBIOME-CLINICAL,-0.26815116988844956,0.15194105240524947,0.8088843157511305
325,Microbiome_RELA_s__Alistipes_putredinis,Lesions Contoured,MICROBIOME-CLINICAL,0.1134638506194414,0.5505119745882037,0.9109128779726916
326,Microbiome_RELA_s__Alistipes_putredinis,Race,MICROBIOME-CLINICAL,0.09867028803460559,0.603939188681937,0.9176194697882257
327,Microbiome_RELA_s__Alistipes_putredinis,Performance Status (ECOG),MICROBIOME-CLINICAL,-0.1363932263633486,0.472336817092105,0.9109128779726916
328,Microbiome_RELA_s__Alistipes_putredinis,Diagnosis,MICROBIOME-CLINICAL,0.1465612724444479,0.4396251738955935,0.9008379846616394
329,Microbiome_RELA_s__Alistipes_putredinis,Assigned Treatment Arm,MICROBIOME-CLINICAL,0.34678084139302184,0.06046025814012943,0.733935472901203
330,Microbiome_RELA_s__Alistipes_putredinis,Best Response RECISTv1,MICROBIOME-CLINICAL,-0.30701221219034347,0.09889128639197725,0.733935472901203
331,Microbiome_RELA_s__Alistipes_putredinis,Gr1 Gr2 Toxicities,MICROBIOME-CLINICAL,-0.26815116988844956,0.15194105240524947,0.8088843157511305
332,Microbiome_RELA_s__Alistipes_putredinis,Gr3 Toxicities,MICROBIOME-CLINICAL,-0.10128234901201605,0.5943472219859899,0.9161982683200051
333,Microbiome_RELA_s__Alistipes_putredinis,Component 1,MICROBIOME-IMAGE,-0.09595273559299639,0.6139876464985621,0.9214976962371024
334,Microbiome_RELA_s__Alistipes_putredinis,Component 2,MICROBIOME-IMAGE,0.06078681155367834,0.7496574870538739,0.954620054737919
335,Microbiome_RELA_s__Alistipes_putredinis,Component 3,MICROBIOME-IMAGE,-0.26650746718368895,0.15456433173764972,0.8088843157511305
336,Microbiome_RELA_s__Alistipes_putredinis,Component 4,MICROBIOME-IMAGE,0.15272058439932407,0.4204249803539344,0.9008379846616394
337,Microbiome_RELA_s__Alistipes_putredinis,Component 5,MICROBIOME-IMAGE,0.18160687914590676,0.3368267290557141,0.8980496376191399
338,Microbiome_RELA_s__Alistipes_putredinis,Component 6,MICROBIOME-IMAGE,-0.3885834606344645,0.03382738124145403,0.6149066190113199
339,Microbiome_RELA_s__Alistipes_putredinis,Component 7,MICROBIOME-IMAGE,0.2778107999106126,0.13716947385606088,0.8014616401018414
340,Microbiome_RELA_s__Alistipes_putredinis,Component 8,MICROBIOME-IMAGE,0.24390080172984158,0.19399393850446833,0.8248565078412803
341,Microbiome_RELA_s__Alistipes_putredinis,Component 9,MICROBIOME-IMAGE,-0.08163518080555975,0.6680309970864005,0.9345917316033893
342,Microbiome_RELA_s__Alistipes_putredinis,Component 10,MICROBIOME-IMAGE,-0.17557843502488082,0.35337809605403725,0.8980496376191399
343,Microbiome_RELA_s__Alistipes_putredinis,Microbiome_sdi_r,MICROBIOME-MICROBIOME,0.4129484222902777,0.02332934469227014,0.48894170111250335
344,Microbiome_RELA_s__Alistipes_putredinis,Microbiome_RELA_s__Bacteroides_caccae,MICROBIOME-MICROBIOME,-0.34286775938335096,0.06361877212470139,0.733935472901203
345,Microbiome_RELA_s__Alistipes_putredinis,Microbiome_RELA_s__Bacteroides_ovatus,MICROBIOME-MICROBIOME,-0.016936504705258502,0.9292174093607425,0.9796352088906035
346,Microbiome_RELA_s__Alistipes_putredinis,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,MICROBIOME-MICROBIOME,0.23052879852021022,0.22035075100256585,0.8580882799559815
347,Microbiome_RELA_s__Alistipes_putredinis,Microbiome_RELA_s__Bacteroides_uniformis,MICROBIOME-MICROBIOME,-0.24892450516402986,0.18468255862505567,0.8248565078412803
348,Microbiome_RELA_s__Alistipes_putredinis,Microbiome_RELA_s__Bacteroides_vulgatus,MICROBIOME-MICROBIOME,-0.08691006941145746,0.6479120328846988,0.9282439255559629
349,Microbiome_RELA_s__Parabacteroides_distasonis,Age,MICROBIOME-CLINICAL,0.04498889203730759,0.8133837042676106,0.954620054737919
350,Microbiome_RELA_s__Parabacteroides_distasonis,Gender,MICROBIOME-CLINICAL,0.255266425160605,0.17338036734103687,0.819486410026126
351,Microbiome_RELA_s__Parabacteroides_distasonis,Lesions Contoured,MICROBIOME-CLINICAL,0.10928000443311532,0.5653968438405346,0.9109128779726916
352,Microbiome_RELA_s__Parabacteroides_distasonis,Race,MICROBIOME-CLINICAL,-0.22749345770817114,0.22665600024002364,0.8580882799559815
353,Microbiome_RELA_s__Parabacteroides_distasonis,Performance Status (ECOG),MICROBIOME-CLINICAL,0.11379221027527836,0.54935153589134,0.9109128779726916
354,Microbiome_RELA_s__Parabacteroides_distasonis,Diagnosis,MICROBIOME-CLINICAL,0.25535198009219234,0.17323131650470167,0.819486410026126
355,Microbiome_RELA_s__Parabacteroides_distasonis,Assigned Treatment Arm,MICROBIOME-CLINICAL,0.0796952032453137,0.6754882821548468,0.9374989968331188
356,Microbiome_RELA_s__Parabacteroides_distasonis,Best Response RECISTv1,MICROBIOME-CLINICAL,-0.04418224654806637,0.8166729046264378,0.954620054737919
357,Microbiome_RELA_s__Parabacteroides_distasonis,Gr1 Gr2 Toxicities,MICROBIOME-CLINICAL,0.07775506246388897,0.6829764276053885,0.9393360097508524
358,Microbiome_RELA_s__Parabacteroides_distasonis,Gr3 Toxicities,MICROBIOME-CLINICAL,-0.01765292695390218,0.9262311870549368,0.9796352088906035
359,Microbiome_RELA_s__Parabacteroides_distasonis,Component 1,MICROBIOME-IMAGE,0.2395995550611791,0.20222102890238203,0.8312930789171727
360,Microbiome_RELA_s__Parabacteroides_distasonis,Component 2,MICROBIOME-IMAGE,0.1296996662958843,0.494541947671974,0.9109128779726916
361,Microbiome_RELA_s__Parabacteroides_distasonis,Component 3,MICROBIOME-IMAGE,-0.06206896551724137,0.7445496437860799,0.954620054737919
362,Microbiome_RELA_s__Parabacteroides_distasonis,Component 4,MICROBIOME-IMAGE,0.335706340378198,0.069731338234315,0.733935472901203
363,Microbiome_RELA_s__Parabacteroides_distasonis,Component 5,MICROBIOME-IMAGE,0.01668520578420467,0.9302651097406684,0.9796352088906035
364,Microbiome_RELA_s__Parabacteroides_distasonis,Component 6,MICROBIOME-IMAGE,-0.00778642936596218,0.9674263421873237,0.9916726164276075
365,Microbiome_RELA_s__Parabacteroides_distasonis,Component 7,MICROBIOME-IMAGE,0.3032258064516129,0.10333931335563051,0.7415048975868926
366,Microbiome_RELA_s__Parabacteroides_distasonis,Component 8,MICROBIOME-IMAGE,0.12614015572858733,0.5065612472958683,0.9109128779726916
367,Microbiome_RELA_s__Parabacteroides_distasonis,Component 9,MICROBIOME-IMAGE,0.21735261401557288,0.2485978321605674,0.8818109920501437
368,Microbiome_RELA_s__Parabacteroides_distasonis,Component 10,MICROBIOME-IMAGE,0.17997775305895441,0.34125235482307215,0.8980496376191399
369,Microbiome_RELA_s__Parabacteroides_distasonis,Microbiome_sdi_r,MICROBIOME-MICROBIOME,-0.3552836484983315,0.05402076812046259,0.733935472901203
370,Microbiome_RELA_s__Parabacteroides_distasonis,Microbiome_RELA_s__Bacteroides_caccae,MICROBIOME-MICROBIOME,0.48476084538375974,0.006629743930305693,0.3012850297216698
371,Microbiome_RELA_s__Parabacteroides_distasonis,Microbiome_RELA_s__Bacteroides_ovatus,MICROBIOME-MICROBIOME,-0.08237872483288079,0.6651809534787827,0.9345917316033893
372,Microbiome_RELA_s__Parabacteroides_distasonis,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,MICROBIOME-MICROBIOME,-0.036464043683227004,0.8482916145050208,0.9650939369472976
373,Microbiome_RELA_s__Parabacteroides_distasonis,Microbiome_RELA_s__Bacteroides_uniformis,MICROBIOME-MICROBIOME,0.22803114571746386,0.2255303033226445,0.8580882799559815
374,Microbiome_RELA_s__Parabacteroides_distasonis,Microbiome_RELA_s__Bacteroides_vulgatus,MICROBIOME-MICROBIOME,0.5626251390433815,0.0012105458453759268,0.09820831794354397
375,Microbiome_RELA_s__Parabacteroides_distasonis,Microbiome_RELA_s__Alistipes_putredinis,MICROBIOME-MICROBIOME,0.20647421114513884,0.27364777614181146,0.8938566070476145
376,Microbiome_RELA_s__Parabacteroides_merdae,Age,MICROBIOME-CLINICAL,0.1452032185514453,0.4439216210323381,0.9008379846616394
377,Microbiome_RELA_s__Parabacteroides_merdae,Gender,MICROBIOME-CLINICAL,-0.14239050765376085,0.4528917729278153,0.9020207521965496
378,Microbiome_RELA_s__Parabacteroides_merdae,Lesions Contoured,MICROBIOME-CLINICAL,-0.11824231859956069,0.533738133481487,0.9109128779726916
379,Microbiome_RELA_s__Parabacteroides_merdae,Race,MICROBIOME-CLINICAL,-0.14511441528300933,0.4442033530932118,0.9008379846616394
380,Microbiome_RELA_s__Parabacteroides_merdae,Performance Status (ECOG),MICROBIOME-CLINICAL,0.04749302406733023,0.8031928238169902,0.954620054737919
381,Microbiome_RELA_s__Parabacteroides_merdae,Diagnosis,MICROBIOME-CLINICAL,0.18315563536157614,0.3326519450719349,0.8980496376191399
382,Microbiome_RELA_s__Parabacteroides_merdae,Assigned Treatment Arm,MICROBIOME-CLINICAL,-0.05982506317410268,0.7534957358771733,0.954620054737919
383,Microbiome_RELA_s__Parabacteroides_merdae,Best Response RECISTv1,MICROBIOME-CLINICAL,-0.14686011428994036,0.43868277273452594,0.9008379846616394
384,Microbiome_RELA_s__Parabacteroides_merdae,Gr1 Gr2 Toxicities,MICROBIOME-CLINICAL,-0.14239050765376085,0.4528917729278153,0.9020207521965496
385,Microbiome_RELA_s__Parabacteroides_merdae,Gr3 Toxicities,MICROBIOME-CLINICAL,-0.053008207012916204,0.7808615102246006,0.954620054737919
386,Microbiome_RELA_s__Parabacteroides_merdae,Component 1,MICROBIOME-IMAGE,-0.12911081221430584,0.4965203102002711,0.9109128779726916
387,Microbiome_RELA_s__Parabacteroides_merdae,Component 2,MICROBIOME-IMAGE,0.16382568989992027,0.38701237223135754,0.8980496376191399
388,Microbiome_RELA_s__Parabacteroides_merdae,Component 3,MICROBIOME-IMAGE,-0.23848645423747464,0.20438864055364314,0.8332974036158257
389,Microbiome_RELA_s__Parabacteroides_merdae,Component 4,MICROBIOME-IMAGE,0.14860820927060986,0.4331921744104211,0.9008379846616394
390,Microbiome_RELA_s__Parabacteroides_merdae,Component 5,MICROBIOME-IMAGE,0.14385274657395034,0.4482164544710113,0.9008379846616394
391,Microbiome_RELA_s__Parabacteroides_merdae,Component 6,MICROBIOME-IMAGE,-0.043036937404768605,0.8213482852132179,0.954620054737919
392,Microbiome_RELA_s__Parabacteroides_merdae,Component 7,MICROBIOME-IMAGE,0.08345837032637449,0.6610507531612348,0.9323095104929139
393,Microbiome_RELA_s__Parabacteroides_merdae,Component 8,MICROBIOME-IMAGE,-0.11246669277599752,0.5540429518899874,0.9109128779726916
394,Microbiome_RELA_s__Parabacteroides_merdae,Component 9,MICROBIOME-IMAGE,-0.0668142508880662,0.7257391296141981,0.9494041481886163
395,Microbiome_RELA_s__Parabacteroides_merdae,Component 10,MICROBIOME-IMAGE,-0.30934284841770143,0.09622615525049427,0.733935472901203
396,Microbiome_RELA_s__Parabacteroides_merdae,Microbiome_sdi_r,MICROBIOME-MICROBIOME,0.2622637677207722,0.161487120458038,0.8154102749054019
397,Microbiome_RELA_s__Parabacteroides_merdae,Microbiome_RELA_s__Bacteroides_caccae,MICROBIOME-MICROBIOME,-0.22184233479916635,0.23871637188133435,0.8756501892328766
398,Microbiome_RELA_s__Parabacteroides_merdae,Microbiome_RELA_s__Bacteroides_ovatus,MICROBIOME-MICROBIOME,0.2546751172571427,0.17441300048815395,0.819486410026126
399,Microbiome_RELA_s__Parabacteroides_merdae,Microbiome_RELA_s__Bacteroides_thetaiotaomicron,MICROBIOME-MICROBIOME,0.2508687844082957,0.1811642026280392,0.8248565078412803
400,Microbiome_RELA_s__Parabacteroides_merdae,Microbiome_RELA_s__Bacteroides_uniformis,MICROBIOME-MICROBIOME,-0.025441725427128404,0.8938373340882149,0.978285125563541
401,Microbiome_RELA_s__Parabacteroides_merdae,Microbiome_RELA_s__Bacteroides_vulgatus,MICROBIOME-MICROBIOME,-0.16002131974259268,0.3982822221939021,0.8980496376191399
402,Microbiome_RELA_s__Parabacteroides_merdae,Microbiome_RELA_s__Alistipes_putredinis,MICROBIOME-MICROBIOME,0.229268478232642,0.22295418889421703,0.8580882799559815
403,Microbiome_RELA_s__Parabacteroides_merdae,Microbiome_RELA_s__Parabacteroides_distasonis,MICROBIOME-MICROBIOME,-0.16667896751791597,0.37868203543959467,0.8980496376191399
404,Microbiome_RELA_s__Eubacterium_eligens,Age,MICROBIOME-CLINICAL,0.019946477454535268,0.9166779100156135,0.9796352088906035
405,Microbiome_RELA_s__Eubacterium_eligens,Gender,MICROBIOME-CLINICAL,0.1845764168277463,0.3288500372228335,0.8980496376191399
406,Microbiome_RELA_s__Eubacterium_eligens,Lesions Contoured,MICROBIOME-CLINICAL,0.0034010459531415354,0.9857690791702309,0.9932344138814136
407,Microbiome_RELA_s__Eubacterium_eligens,Race,MICROBIOME-CLINICAL,0.1086993903160019,0.5674768414338839,0.9109128779726916
408,Microbiome_RELA_s__Eubacterium_eligens,Performance Status (ECOG),MICROBIOME-CLINICAL,-0.3597069281948988,0.050891781880330694,0.733935472901203
409,Microbiome_RELA_s__Eubacterium_eligens,Diagnosis,MICROBIOME-CLINICAL,0.35355952242025124,0.055280715722071466,0.733935472901203
410,Microbiome_RELA_s__Eubacterium_eligens,Assigned Treatment Arm,MICROBIOME-CLINICAL,-0.08673656365907434,0.6485700467288351,0.9282439255559629
411,Microbiome_RELA_s__Eubacterium_eligens,Best Response RECISTv1,MICROBIOME-CLINICAL,-0.15920686061784264,0.4007189703312788,0.8980496376191399
412,Microbiome_RELA_s__Eubacterium_eligens,Gr1 Gr2 Toxicities,MICROBIOME-CLINICAL,-0.3071137807003015,0.09877399263005858,0.733935472901203
413,Microbiome_RELA_s__Eubacterium_eligens,Gr3 Toxicities,MICROBIOME-CLINICAL,-0.21133343655834647,0.26226406419254333,0.8932531752756929
